abstract	location_label	topic_label
"Diversification and speciation of terrestrial organisms are anticipated in oceanic islands such as Macaronesia, a group of Atlantic islands that have remained unconnected to continental landmasses. Hitherto, the diversification of marine organisms in oceanic islands, especially those with low vagility, has received little direct empirical analysis using molecular markers. Here, we focus on such a case study, through applying a multilocus molecular approach to investigate the diversity and evolution of a group that lacks a planktonic larval stage, the isopod genus Dynamene, in Macaronesia and Northeast Atlantic. Sequences of two mitochondrial (cytochrome c oxidase subunit I and 16S rRNA) and two nuclear (18S rRNA and 28S rRNA) loci were obtained from specimens of Dynamene edwardsi (Lucas, 1849), Dynamene magnitorata Holdich, 1968 and Dynamene bidentata (Adams, 1800) collected along the Northeast Atlantic and Macaronesia. Although no major phylogeographic structure was detected in D. bidentata and D. magnitorata, from five to nine deeply divergent lineages were evident within D. edwardsi. The divergent lineages displayed genetic distances comparable to those found among established species of peracarids. D. edwardsi exhibits a long, rich and complex phylogeographic history in Macaronesia, where the geodynamics of the islands possibly associated with founder effects and subsequent lack of gene flow among populations confounds patterns based on geographic proximity of targeted populations. Our findings collectively suggest a much larger role of oceanic islands in the diversification of marine invertebrates than previously anticipated. The work provides insights into the origins and dynamics of ongoing geographic segregation and associated deep divergence among sister evolutionary lineages in Macaronesia."	NonUS	Genetics
"Fin whales (Balaenoptera physalus) are widely considered an offshore and oceanic species, but certain populations also use coastal areas and semi-enclosed seas. Based upon fifteen years of study, we report that Canadian Pacific fin whales (B. p. velifera) have returned to the Kitimat Fjord System (KFS) in the Great Bear Rainforest, and have established a seasonally resident population in its intracoastal waters. This is the only fjord system along this coast or elsewhere in which fin whales are known to occur regularly with strong site fidelity. The KFS was also the only Canadian Pacific fjord system in which fin whales were commonly found and killed during commercial whaling, pointing to its long-term importance. Traditional knowledge, whaling records, and citizen science databases suggest that fin whales were extirpated from this area prior to their return in 2005-2006. Visual surveys and mark-recapture analysis documented their repopulation of the area, with 100-120 whales using the fjord system in recent years, as well as the establishment of a seasonally resident population with annual return rates higher than 70%. Line transect surveys identified the central and outer channels of the KFS as the primary fin whale habitat, with the greatest densities occurring in Squally Channel and Caamano Sound. Fin whales were observed in the KFS in most months of the year. Vessel- and shore-based surveys (27,311 km and 6,572 hours of effort, respectively) indicated regular fin whale presence (2,542 detections), including mother-calf pairs, from June to October and peak abundance in late August-early September. Seasonal patterns were variable year-to-year, and several lines of evidence indicated that fin whales arrived and departed from the KFS repeatedly throughout the summer and fall. Additionally, we report on the population's social network and morphometrics. These findings offer insights into the dynamics of population recovery in an area where several marine shipping projects are proposed. The fin whales of the Great Bear Rainforest represent a rare exception to general patterns in this species' natural history, and we highlight the importance of their conservation."	NonUS	Ecology
"The persistence of scleractinian coral populations on the Florida Reef Tract (FRT) is controlled in part by metapopulation dynamics and larval dispersal. Nine polymorphic microsatellite loci were analyzed to characterize contemporary population structure and gene flow as well as historical migration rates of Montastraea cavernosa at five sites off Martin, Palm Beach, and Broward counties in southeast Florida. The sampled populations demonstrated evidence of genetic isolation by distance over a geographic range of 85 km. Population genetic structure was divided into two genetic clusters, northern and southern, with admixture along a latitudinal gradient. Historical migration models indicated likely panmixia throughout all sites sampled, identifying a potential reduction in connectivity among the sampled populations through time. Though M. cavernosa populations demonstrated evidence of historical connectivity, contemporary patterns of isolation by distance suggest that effective management will require localized actions to maximize the likelihood of sustaining individual populations in the northern FRT. Given the results of this study, coupled with recent coral mortality events in the region, we recommend regional conservation efforts and management initiatives throughout southeast Florida within a more comprehensive FRT-wide management network."	USA	Genetics
"While top-down control plays an important role in shaping both natural and agricultural food webs, we lack insights into how top-down control effects vary across spatial scales. We used a multi-scale survey of top-down control of coffee pests and diseases by arboreal ants to examine if colony location creates a small-scale mosaic in top-down control around trees and if the strength of that control varies between sites at the landscape scale. We investigated pest and disease levels on coffee shrubs at different distances from shade trees with and without a Crematogaster spp. ant colony in 59 sites along a coffee management intensity gradient in southwestern Ethiopia. Within sites, ants significantly suppressed herbivory and coffee leaf rust at distances less than 10 m from nesting trees. Top-down control varied between sites, with stronger top-down control of free-feeding herbivory near ant colonies at sites with lower management intensity and stronger top-down control of a skeletonizer at sites with higher canopy cover. We conclude that the strength of top-down control by ants is highly heterogeneous across spatial scales, as a consequence of the biology of the predator at the small scale and herbivore density or changes in herbivore-ant interactions at the landscape scale."	NonUS	Ecology
"Wild birds, particularly silver gulls (Chroicocephalus novaehollandiae) that nest near anthropogenic sites, often harbour bacteria resistant to multiple antibiotics, including those considered of clinical importance. Here, we describe the whole genome sequence of Escherichia coli isolate CE1867 from a silver gull chick sampled in 2012 that hosted an I1 pST25 plasmid with bla(SHV-12), a beta-lactamase gene that encodes the ability to hydrolyze oxyimino beta-lactams, and other antibiotic resistance genes. Isolate CE1867 is an ST297 isolate, a phylogroup B1 lineage, and clustered with a large ST297 O130:H11 Glade, which carry Shiga toxin genes. The I1 plasmid belongs to plasmid sequence type 25 and is notable for its carriage of an atypical sul3-class 1 integron with mefB(Delta 260), a structure most frequently reported in Australia from swine. This integron is a typical example of a Tn21-derived element that captured sul3 in place of the standard sull structure. Interestingly, the mercury resistance (mer) module of Tn21 is missing and has been replaced with Tn2-bla(TEM-1) and a bla(SHV-12) encoding module flanked by direct copies of IS26. Comparisons to similar plasmids, however, demonstrate a closely related family of ARG-carrying plasmids that all host variants of the sul3-associated integron with conserved Tn21 insertion points and a variable presence of both mer and mefB truncations, but predominantly mefB(Delta 260)."	NonUS	Genetics
"During migrations, birds are exposed to a wide variety of parasites. It has been suggested that shorebird migration and other movements play a critical role in structuring their parasite communities. The objective of this study was to characterize the helminth communities of two sympatric Nearctic migratory shorebird species in their non-breeding grounds in Argentine Patagonia and to assess what factors influence their structuring. The migration of these two bird species span from pole to pole as they breed in the Canadian Arctic and winter at southernmost South America. In contrast to the Arctic, the helminth communities of these birds have never been studied at their austral non-breeding sites. A total of 44 Calidris bairdii and 50 Calidris fuscicollis collected at various coastal marine and inland sites were analyzed for helminths. Ecological parameters were calculated at component community (host population) and infracommunity (single individual hosts) levels. A total of 26 helminth taxa were found, included in 14 families and 20 genera. Results showed that parasite richness and total prevalence were higher in C. bairdii than in C. fuscicollis. Richness, diversity, dominance and abundance values in the infracommunities were generally low, being lower in C. fuscicollis. The infracommunities were characterized by being heterogeneous, unstructured and unpredictable. Possible causes of this pattern are discussed. It is clear that multiple factors influence parasitic diversity; however, considering our observations, we think that habitat use is possibly the main structuring factor of the helminth communities of these two shorebird species."	NonUS	Ecology
"Motivation: Viruses infect, reprogram and kill microbes, leading to profound ecosystem consequences, from elemental cycling in oceans and soils to microbiome-modulated diseases in plants and animals. Although metagenomic datasets are increasingly available, identifying viruses in them is challenging due to poor representation and annotation of viral sequences in databases. Results: Here, we establish efam, an expanded collection of Hidden Markov Model (HMM) profiles that represent viral protein families conservatively identified from the Global Ocean Virome 2.0 dataset. This resulted in 240 311 HMM profiles, each with at least 2 protein sequences, making efam >7-fold larger than the next largest, panecosystem viral HMM profile database. Adjusting the criteria for viral contig confidence from 'conservative' to 'eXtremely Conservative' resulted in 37 841 HMM profiles in our efam-XC database. To assess the value of this resource, we integrated efam-XC into VirSorter viral discovery software to discover viruses from less-studied, ecologically distinct oxygen minimum zone (OMZ) marine habitats. This expanded database led to an increase in viruses recovered from every tested OMZ virome by similar to 24% on average (up to similar to 42%) and especially improved the recovery of often-missed shorter contigs (<5 kb). Additionally, to help elucidate lesser-known viral protein functions, we annotated the profiles using multiple databases from the DRAM pipeline and virion-associated metaproteomic data, which doubled the number of annotations obtainable by standard, single-database annotation approaches. Together, these marine resources (efam and efam-XC) are provided as searchable, compressed HMM databases that will be updated bi-annually to help maximize viral sequence discovery and study from any ecosystem."	USA	Technology
"An understanding of the distribution range and status of a species is paramount for its conservation. We used photo captures from 26,838 camera traps deployed over 121,337 km(2) along with data from radio-telemetry, published, and authenticated wolf sightings to infer wolf locations. A total of 3,324 presence locations were obtained and after accounting for spatial redundancy 574 locations were used for modeling in maximum entropy framework (MaxEnt) with ecologically relevant covariates to infer potentially occupied habitats. Relationships of wolf occurrence with eco-geographical variables were interpreted based on response curves. Wolves avoided dense wet forests, human disturbances beyond a threshold, arid deserts, and areas with high top-carnivore density, but occurred in semi-arid scrub, grassland, open forests systems with moderate winter temperatures. The potential habitat that can support wolf occupancy was 364,425 km(2) with the largest wolf habitat available in western India (Saurashtra-Kachchh-Thar landscape 102,837 km(2)). Wolf habitats across all landscapes were connected with no barriers to dispersal. Breeding packs likely occurred in approximate to 89,000 km(2). Using an average territory size of 188 (SE 23) km(2), India could potentially hold 423-540 wolf packs. With an average adult pack size of 3 (SE 0.24), and a wolf density < 1 per 100 km(2) in occupied but non-breeding habitats, a wolf population of 3,170 (SE range 2,568-3,847) adults was estimated. The states of Madhya Pradesh, Rajasthan, Gujarat, and Maharashtra were major strongholds for the species. Within forested landscapes, wolves tended to avoid top-carnivores but were more sympatric with leopards and dhole compared to tigers and lions. This ancient wolf lineage is threatened by habitat loss to development, hybridization with dogs, fast-traffic roads, diseases, and severe persecution by pastoralists. Their status is as precarious as that of the tiger, yet focused conservation efforts are lacking. Breeding habitat patches within each landscape identified in this study should be made safe from human persecution and free of feral dogs so as to permit packs to breed and successfully recruit individuals to ensure wolf persistence in the larger landscape for the long term."	NonUS	Conservation
"Amdoparvoviruses (family Parvoviridae) are ssDNA viruses that cause an immune complex-mediated wasting syndrome in carnivores. They are multi-host pathogens and cross-species infection is facilitated by the fact that viral entry is mediated by cellular Fc receptors recognizing antibody-coated viruses. We developed a pan-amdoparvovirus PCR and screened tissue samples from 666 wild carnivores (families Felidae, Canidae, and Mustelidae) from Newfoundland or Labrador (Canada) and molecularly characterized the identified strains. Fifty-four out of 666 (8.1%) animals were amdoparvovirus-positive. Infection rate was the highest in American mink (34/47, 72.3%), followed by foxes (Arctic and red foxes, 13/311, 4.2%), lynx (2/58, 3.5%), and American martens (5/156, 3.4%). No virus was detected in samples from 87 coyotes and 17 ermines. Viruses from Newfoundland were classified as Aleutian mink disease virus (AMDV). Mink harvested near AMDV-affected fur farms had higher prevalence (24/24, 100%) than other mink (10/23, 43.5%; P<0.001) and their viruses were phylogenetically closely related to those from farms, while most viruses from other mink were in other clades. Strains from three foxes and two lynx were highly related to mink strains. This proves that farms disperse AMDV that subsequently spreads among wild mink (maintenance host) and transmits to other spillover carnivore hosts. In Labrador two novel viruses were identified, Labrador amdoparvovirus 1 (LaAV-1) found in foxes (9/261, 3.5%) and martens (5/156, 3.4%), and LaAV-2 found in one fox (0.4%). LaAV-1 fulfills all requirements to be classified as a novel species. LaAV-1 was most similar to viruses of mink and skunks (AMDV and skunk amdoparvovirus (SKAV)) while LaAV-2 was more closely related to other viruses infecting canids. LaAV-1 capsid proteins were almost indistinguishable from those of AMDV in some regions, suggesting that LaAV-1 could be a virus of mustelids that can infect foxes. While intensive farming practices provide occasions for inter-species transmission in farms, niche overlap or predation could explain cross-species transmission in the wild, but competition among sympatric species reduces the chances of direct contacts, making this an infrequent event. Pan-amdoparvovirus detection methods in wide epidemiological investigations can play a crucial role in defining amdoparvoviral ecology and evolution and discovering novel viruses."	NonUS	Genetics
"Marine wildlife tourism is growing in popularity and in the number of studies examining its impacts. These studies focus nearly exclusively on the industry's target species, overlooking a myriad of non-target organisms that may also be affected. Here, the dietary effects of bait and chum input from the white shark cage-diving industry were assessed for eight non-target species from different functional groups (pelagic fishes, reef fishes, and rays), across two sites with different intensity of wildlife tourism, and compared to a control site with no wildlife tourism. Stomach content, fatty acid profiles, and nitrogen stable isotope values revealed site-specific diets for all eight species, consistent with the consumption of bait and chum at both cage-diving sites. However, these dietary shifts were incongruent with the extent of bait and chum input at North and South Neptune Islands. Species within each functional group responded differently to bait and chum, demonstrating the complexity of understanding the effects of wildlife tourism on non-target species. We suggest that appropriate management comprises an ecosystem-approach inclusive of non-target species."	NonUS	HumanWildlife
"The frosted elfin (Callophrys irus) contains a disjunct subspecies (C. i. hadros) found in Texas, Arkansas, Oklahoma, and Louisiana that is being considered for listing under the Endangered Species Act as part of the C. irus complex. We assessed the distribution and habitat preferences of this subspecies in Arkansas. From 2018-2020, we surveyed sites of historical records and other suspected habitat for the butterfly and measured habitat variables that could predict occupancy. We detected C. i. hadros at 45 sites out of 208 sites with Baptisia host plants. Host plant number, density, and patch area were significant predictors of butterfly presence. A targeted analysis of one large population found habitat differences between occupied sites and randomly selected sites within the habitat (MANOVA, F-7,F-46 = 2.47, p = 0.031). Individual contrasts showed that Baptisia percent cover (p = 0.008) and Baptisia abundance (p = 0.016) were higher at occupied sites compared to random sites, while shrub percent cover was lower at occupied sites (p = 0.044). Our results indicate that habitat requirements for this species are somewhat flexible, provided larval host plant species are present at a reasonably large site. Callophrys irus hadros appears widespread but local in the southern and western portions of Arkansas, with many more populations than previously known. However, the majority of detections occurred on public and private rights-of-way, such as utility lines and roadsides. Thus, conservation plans for the frosted elfin may benefit from incorporating habitats currently managed for anthropogenic, rather than conservation, purposes."	USA	Conservation
"Research on emerging infectious diseases calls for a work on collections of pathogens (including hosts or vectors from which the pathogens were isolated), related to human and animal health, to wildlife or on the environmental material. In this respect, the adoption of a One Health perspective is determined by the need for a common approach to consider the collection, storage and use of pathogens coming from human or non-human sources, and particularly when the same pathogen is taken from different environments. In response to this development, our purpose is to delineate a flexible regulation framework concerning collections of pathogens from various origins or hosts and their associated data in order to facilitate scientific work and research partnerships. The legal and ethical cutting-edge research on Biomedical Big Data is particularly stimulating when it comes to address challenges related to collections or biobanks of pathogens such as prior informed consent and accessibility, Material Transfer Agreement or benefit sharing."	NonUS	EthicsPolicy
"Conservation planning is increasingly using coarse filters based on the idea of conserving nature's stage. One such approach is based on ecosystems and the concept of ecological integrity, although myriad ways exist to measure ecological integrity. To describe our ecosystem-based index of ecological integrity (IEI) and its derivative index of ecological impact (ecoImpact), and illustrate their applications for conservation assessment and planning in the northeastern United States. We characterized the biophysical setting of the landscape at the 30 m cell resolution using a parsimonious suite of settings variables. Based on these settings variables and mapped ecosystems, we computed a suite of anthropogenic stressor metrics reflecting intactness (i.e., freedom from anthropogenic stressors) and resiliency metrics (i.e., connectivity to similar neighboring ecological settings), quantile-rescaled them by ecosystem and geographic extent, and combined them in a weighted linear model to create IEI. We used the change in IEI over time under a land use scenario to compute ecoImpact. We illustrated the calculation of IEI and ecoImpact to compare the ecological integrity consequences of a 70-year projection of urban growth to an alternative scenario involving securing a network of conservation core areas (reserves) from future development. IEI and ecoImpact offer an effective way to assess ecological integrity across the landscape and examine the potential ecological consequences of alternative land use and land cover scenarios to inform conservation decision making."	USA	Conservation
"Micro-(<5 mm) and nanoplastics (<1 mu m) are emerging threats for marine ecosystems worldwide. Brine shrimp Artemia is recognized as a suitable model among planktonic species for studying the impact of polystyrene nanoparticles (PS NPs) through short and long-term bioassays. Our study aims to evaluate the time-dependent effects of cationic amino-modified PS-NH2 (50 nm) in A. franciscana after short- (48 h) and long-term exposure (14 days). For this purpose, nauplii were exposed to a concentration range of PS-NH2 (0.1, 1, 3 and 10 mu g/mL) in natural sea water (NSW), and physiological, biochemical and molecular responses were investigated. Shortterm exposure to PS-NH2 caused a decrease in nauplii growth and affected the development in a concentration-dependent manner, long-term exposure impaired the survival, but not the growth and feeding behavior. Oxidative stress was detected after short term exposure as the decrease in the activity of antioxidant enzymes, and was fully evident in the long-term as lipid peroxidation, suggesting an accumulative effect. The decrease in Cholinesterase (ChE) activity observed indicates possible neurotoxic action of PS-NH2. Also, Carboxylesterase (CbE) inhibition by PS-NH2, described for the first time in this study, anticipates potential effects in biotransformation of exogenous and endogenous compounds, being the crustacean juvenile hormone methyl farnesoate (MF) that regulates development and molting, one candidate. Furthermore, short- and long-term exposure to PS-NH2 affect the expression of genes involved in cell protection, development and molting. Overall, our results reveal that low PS-NH2 concentrations induce physiological, biochemical and molecular (changes in gene expression) alterations in Artemia, and point at their potential risk for this model organism, supporting the general concern about nanoplastics occurrences in aquatic environments and their ability to represent an ecological threat for aquatic zooplanktonic species. (C) 2019 Elsevier B.V. All rights reserved."	NonUS	Ecology
"Designed as a new method to facilitate the reintroduction and post-release monitoring of orangutans and other apes, implanted radio-telemetry (IRT) was developed and first deployed in 2009. Since that time, it has been necessary to collate and review information on its uptake and general efficacy to inform its ongoing development and that of other emerging tracking technologies. We present here technical specifications and the surgical procedure used to implant miniaturized radio transmitters, as well as a formal testing procedure for measuring detectable transmission distances of implanted devices. Feedback from IRT practitioners (veterinarians and field managers) was gathered through questionnaires and is also presented. To date, IRT has been used in at least 250 individual animals (mainly orangutans) from four species of ape in both Asia and Africa. Median surgical and wound healing times were 30 min and 15 days, respectively, with implants needing to be removed on at least 36 separate occasions. Confirmed failures within the first year of operation were 18.1%, while longer distances were reported from positions of higher elevation relative to the focal animal. IRT has been a transformational technology in facilitating the relocation of apes after their release, resulting in much larger amounts of post-release data collection than ever before. It is crucial however, that implant casings are strengthened to prevent the requirement for recapture and removal surgeries, especially for gradually adapting apes. As with all emerging technological solutions, IRT carries with it inherent risk, especially so due to the requirement for subcutaneous implantation. These risks must, however, be balanced with the realities of releasing an animal with no means of relocation, as has historically been, and is still, the case with orangutans and gorillas."	NonUS	Technology
"In semi-arid ecosystems, timing and availability of water is a key uncertainty associated with conservation planning for wetland-dependent wildlife. Wetlands compose only 1-3% of these landscapes; however, large populations of migratory waterbirds rely on these wetlands to support energetically demanding life history events such as breeding and migration. Migration is considered a crucial period for birds associated with individual survival and reproductive success, yet our understanding of migration ecology remains limited. To better inform conservation planning supportive of these demands, we quantified synchrony of wetland flooding and waterbird migration by reconstructing bi-monthly surface water patterns from 1984 to 2015 across 11.4 million ha of the semi-arid Great Basin, USA. Results were then linked to seasonal migration chronologies for seven dabbling ducks species. Seasonal patterns were used in landscape planning simulations to assess efficiency in conservation strategies that aligned temporally sensitive wetland flooding and species migration. Wetland data were combined with land tenure to evaluate periodicity in waterfowl reliance on public and private lands. We found migration chronologies misaligned with wetland flooding. In spring, half (4359%) to three-quarters (68-74%) of seasonal wetlands were flooded and available to early-and latemigrating species while seasonal drying restricted wetland flooding to 13-20% of sites during fall migration. Simulations showed wetland conservation inconsiderate of temporal availability was only 67-75% efficient in meeting waterfowl habitat goals on private lands that made up similar to 70% of flooded wetland area in spring. Private-public wetland flooding was equivalent during fall migration. Accounting for spatiotemporal patterns of wetland flooding is imperative to improving efficiencies linked to migratory bird conservation. Timing of public-private wetland flooding, demonstrated by our models, provides landscape context that emphasized a joint role in supporting migratory waterbird habitat. Integrated management scenarios may capitalize on public lands' flexibility to expand fall flooding to offset seasonal drying on private lands while targeted incentive-based conservation assures private wetland flooding in spring. Such scenarios illustrate benefits of holistic public-private wetlands management representing a forward-looking alternative that aligns conservation with forecasts of increasing water scarcity."	USA	Conservation
"High-affinity nitrate transporters are considered to be the major transporter system for nitrate uptake in diatoms. In the diatom genus Skeletonema, three forms of genes encoding high-affinity nitrate transporters (NRT2) were newly identified from transcriptomes generated as part of the marine microbial eukaryote transcriptome sequencing project. To examine the expression of each form of NRT2 under different nitrogen environments, laboratory experiments were conducted under nitrate-sufficient, ammonium-sufficient, and nitrate-limited conditions using three ecologically important Skeletonema species: S. dohrnii, S. menzelii, and S. marinoi. Primers were developed for each NRT2 form and species and Q-RT-PCR was performed. For each NRT2 form, the three Skeletonema species had similar transcriptional patterns. The transcript levels of NRT2:1 were significantly elevated under nitrogen-limited conditions, but strongly repressed in the presence of ammonium. The transcript levels of NRT2:2 were also repressed by ammonium, but increased 5- to 10-fold under nitrate-sufficient and nitrogen-limited conditions. Finally, the transcript levels of NRT2:3 did not vary significantly under various nitrogen conditions, and behaved more like a constitutively expressed gene. Based on the observed transcript variation among NRT2 forms, we propose a revised model describing nitrate uptake kinetics regulated by multiple forms of nitrate transporter genes in response to various nitrogen conditions in Skeletonema. The differential NRT2 transcriptional responses among species suggest that species-specific adaptive strategies exist within this genus to cope with environmental changes."	NonUS	Technology
"Stock assessment modeling provides a means to estimate the population dynamics of invasive fishes and may do so despite data limitations. Blue catfish (Ictalurus furcatus) were introduced to the Chesapeake Bay watershed to support recreational fisheries but also consume species of conservation need and economic importance. To assess management tradeoffs, managers need to understand the current status of the population and anticipate future population abundance and trends. A Bayesian size-based stock assessment model was used to estimate blue catfish abundance, fishing mortality, and size structure over time (2001-2016) in the tidal James River. The model estimated population size increases until around 2006, with declines in total abundance after 2011 and large blue catfish (>= 80 cm total length) after 2001. These first estimates of blue catfish population dynamics in the Chesapeake Bay region provide inputs for projection models to evaluate prospective management actions and identify monitoring needs."	USA	Fisheries
"Understanding patterns of population diversity and structuring among marine populations is of great importance for evolutionary biology, and can also directly inform fisheries management and conservation. In this study, genotyping-by-sequencing was used to assess population genetic diversity and connectivity of Sebastiscus marmoratus. Based on 130 individuals sampled from 10 locations in the northwestern Pacific Ocean, we identified and genotyped 17 653 single-nucleotide polymorphisms. The patterns of genetic diversity and population differentiation suggested that the Okinawa Trough might be the ancestral centre of S. marmoratus after the Last Glacial Maximum. A shallow genetic structure was observed among sampled populations based on the implemented structuring approaches. Surprisingly, we detected genetic homogeneity in two population pairs (i.e. Xiamen-Niigata and Zhuhai-Iki Island), in which populations have large geographical and latitudinal intervals. Population structure and allele frequency distribution based on outlier loci also mirrored the observed genetic homogeneity in the above-mentioned population pairs. Integrated with biological, environmental and genomic data, our results provide possible genetic evidence for parallel evolution. Our study also provides new perspectives on the population structure of S. marmoratus, which could have important implications for sound management and conservation of this fishery species."	NonUS	Genetics
"Assessing population responses to climate-related environmental change is key to understanding the adaptive potential of the species as a whole. Coralline algae are critical components of marine shallow water ecosystems where they function as important ecosystem engineers. Populations of the calcifying algae Corallina officinalis from the center (southern UK) and periphery (northern Spain) of the North Atlantic species natural distribution were selected to test for functional differentiation in thermal stress response. Physiological measurements of calcification, photosynthesis, respiration, growth rates, oxygen, and calcification evolution curves were performed using closed cell respirometry methods. Species identity was genetically confirmed via DNA barcoding. Through a common garden approach, we identified distinct vulnerability to thermal stress of central and peripheral populations. Southern populations showed a decrease in photosynthetic rate under environmental conditions of central locations, and central populations showed a decline in calcification rates under southern conditions. This shows that the two processes of calcification and photosynthesis are not as tightly coupled as previously assumed. How the species as whole will react to future climatic changes will be determined by the interplay of local environmental conditions and these distinct population adaptive traits. OPEN RESEARCH BADGES This article has earned an Open Materials Badge for making publicly available the components of the research methodology needed to reproduce the reported procedure and analysis. All materials are available at ."	NonUS	ClimateChange
"Increasing threats to amphibian and reptile species raise the urgency of their conservation. However, relative to other vertebrate groups at risk, amphibians and reptiles have low and more variable social capital; they are not generally high-priority natural goods and services valued by people. Consequently, relative to other groups such as birds, mammals, and economically important fish, they garner fewer conservation resources. With increasing risks, their situation degrades. We examine five societal sectors with herpetofaunal conservation interests in the United States (local communities, people in defined geographies and jurisdictions, species and threat specialists and advocates, associated researchers, managers, and policy makers) to understand challenges of low and variable social capital for herpetofauna. With current trends of US public values changing from traditionalist consumerism of wildlife to mutualist coexistence philosophies, a refocus of outreach and inreach efforts could help reframe priorities toward species at greatest risk, rather than broad taxonomic biases. Integrated teams of engaged natural resource managers, researchers, and the interested public can help promote species- and issue-based programs to forestall losses, hence programmatically raising social capital. Heightened recognition of the importance of human relationships and herpetofaunal diversity among researchers, managers, policy makers, educators, artists, authors, citizens, and children could provide inertia to reframe conservation program effectiveness at local-to-national scales."	USA	Conservation
"Sperm performance is often tightly linked to male reproductive success. In many demersal gobiid fishes, the male attaches sperm embedded in a mucus produced by sperm-duct glands to the nest substrate before spawning takes place. Sperm are activated as the mucus and embedded gland content dissolve into the water. To test the importance of gland content on sperm function in Pomatoschistus minutus, a marine fish with external fertilization, we used a paired experimental design, with spermatozoa tested with and without sperm-duct gland content mixed into seawater. We measured sperm velocity, percentage of motile sperm and sperm viability over time. Sperm were found to swim 7.3% faster when gland content was mixed in the seawater. Percentage motile sperm was unaffected by the gland content. Sperm viability in seawater exceeded 24 h, but was unaffected by the gland content. An increase in sperm velocity of similar magnitude as found here has been shown by others to increase fertilization success. Since velocity-boosting properties of sperm-duct gland content have now been found in three distantly related goby species, this trait appears to be conserved across the Gobiidae family and may aid in reproduction across a range of species and environments. This article has an associated First Person interview with the first author of the paper."	NonUS	Ecology
"Agricultural development was the major contributor to South America's designation as the continent with the highest rates of forest loss from 2000-2012. As the apex predator in the Neotropics, jaguars (Panthera onca) are dependent on forest cover but the species' response to habitat fragmentation in heterogeneous agricultural landscapes has not been a subject of extensive research. We used occupancy as a measure of jaguar habitat use in Colombia's middle Magdalena River valley which, as part of the intercontinental Tumbes-Choco-Magdalena biodiversity hotspot, is exceedingly fragmented by expanding cattle pastures and oil palm plantations. We used single-season occupancy models to analyze 9 months of data (2015-2016) from 70 camera trap sites. Given the middle Magdalena's status as a jaguar corridor and our possible violation of the occupancy models' demographic closure assumption, we interpreted our results as probability of habitat use (psi) by jaguars. We measured the associations between jaguar presence and coverage of forest, oil palm, and wetlands in radii buffers of 1, 3, and 5 km around each camera trap. Our camera traps recorded 77 jaguar detections at 25 of the camera trap sites (36%) during 15,305 trap nights. The probability of detecting jaguars, given their presence at a site, was 0.28 (0.03 SE). In the top-ranked model, jaguar habitat use was positively influenced by wetland coverage (beta = 7.16, 3.20 SE) and negatively influenced by cattle pastures (beta = -1.40, 0.63 SE), both in the 3 km buffers. We conclude that wetlands may serve as keystone habitats for jaguars in landscapes fragmented by cattle ranches and oil palm plantations. Greater focus on wetland preservation could facilitate jaguar persistence in one of the most important yet vulnerable areas of their distribution."	USA	Conservation
"Agriculture is one of the greatest threats to biodiversity worldwide, but knowledge of how agriculture modifies animal movement, which is crucial for survival, is limited. Here, we examined the effect of landscape composition on the movements of the oriental garden lizard Calotes versicolor in agricultural landscapes of north-central Pakistan. We radio-tracked 32 individuals over 5 months to determine whether land cover type (farmland, tree patches, grassland) influences hourly movement rate, inter-day distance moved, and activity area size. We found that hourly movement rates were higher in tree patches compared to grasslands, and higher when animals moved between land cover types rather than within individual land cover types. Activity area size and movement rates became smaller as the season progressed, but they did not differ according to animal sex or body size. Habitat selection analysis showed that lizards preferred tree patches, avoided farms, roads, water bodies and human dwellings, and used grasslands in proportion to availability. When lizards used farmlands, they were found in field margins 85% of the time. Our results emphasize the importance of treed areas as reptile habitat in these highly modified agricultural lands. Agricultural intensification that reduces the availability of tree patches and field margins will likely reduce the extent to which lizards can use the landscape by removing preferred habitat. Maintaining tree cover and small fields with field margins should promote the coexistence of wildlife conservation and food production in agricultural landscapes."	NonUS	Biodiversity
